id,author,updated_time,spent,stars,contents
34192758,Abay,2022-11-24 11:38:48,0,5,2022.11.24什么时候开新区啊，疫情在家想玩了
34192749,同,2022-11-24 11:37:30,0,5,只能说就是爱
28798466,性感肌肉猛男,2022-11-24 11:36:43,26147,5,q裙号671121870这评论火了，评论区下面什么牛马都有了2022.8.11。为了草神攒原石！今天终于刷到一个给万业用的精通沙了。2022.8.12。为了草神攒原石！目前攒了25抽，给万叶刷精通，大败而归。2022.8.13。为了草神攒原石！目前攒了28抽，今天摸鱼一天，不刷圣遗物了2022.8.14。为了草神攒原石！目前赚了30抽，又是刷圣遗物大败而归的一天。2022.8.15。为了草神攒原石！目前攒了34抽，万叶的圣遗物终于齐了！700精通够用了2022.8.16。为了草神攒原石！目前攒了36抽，今天的剧情大肉丸离开的好突然，限定物品含泪+12022.8.17。为了草神攒原石！目前攒了37抽，恒动械画活动结束，绝版室内挂件+1。迪卢克突破60级2022.8.18。为了草神攒原石！目前攒了39抽，迪卢克突破70级，相遇之缘+12022.8.19。为了草神攒原石！目前攒了40抽，小鹿突破40级。2022.8.20。为了草神攒原石！目前赞了41抽，小鹿突破50级，相遇之缘+12022.8.21。为了草神攒原石！目前攒了42抽，小鹿突破60级，抓鬼兜虫是真的麻烦2022.8.22。为了草神攒原石！目前攒了43抽，清完体力就下了2022.8.23。为了草神攒原石！目前攒了44抽，夜兰终于毕业了2022.8.24。为了草神攒原石！目前攒了51抽，小鹿突破70级，相遇之缘+1，须弥的地图真是大，里三层外三层，手机更新三个多G我都感觉太少了2022.8.25。为了草神攒原石！目前攒了56抽，柯莱突破20级，相遇之缘+1，主线剧情都做完了，剧情是真的不错，妙手回春呀纳大夫，冒险等级终于到58级了。2022.8.26。为了草神攒原石，目前攒了59级，啥也没干，一直做任务，做了半天也只做了个皮毛，现在看到蘑菇头都大2022.8.27。为了草神攒原石！目前攒了64抽，任务做得乱七八糟，为了原石也值了2022.8.28。为了草神攒原石！目前攒了68抽，世界树第2章终于完成了，帮助那么多&ldquo;蘑菇&rdquo;还有种莫名其妙的成就感2022.8.29。为了草神攒原石！目前攒了75抽，世界树第3章完成，感谢莴苣某人的攻略，七天神像3级，桓那兰那2级，柯莱突破50级，相遇之缘+2，常驻池抽奖迪卢克二命，凝光满命2022.8.30。为了草神攒原石！目前攒了80抽，今天的体力全用来打周本了，划水一天，明天去吃必胜客2022.8.31。为了个草神攒原石！目前攒了84抽，必胜客兑换码到手，今天的时间全用来打深渊了，最后一层还没过2022.9.1。为了草神攒原石！目前攒了90抽，体力全用来打草鸡了，今天不咋想玩，清完体力就下了2022.9.2。为了草神攒原石！目前攒了94抽，雕琢童心活动全任务完成，绝版装饰+1。柯莱突破70级，云堇突破50级，纠缠之缘+3。3.0版本草神瞳全部集齐（感谢b站up主莴苣某人的攻略）大洋葱三级。2022.9.3。为了草神攒原石！目前攒了96抽，云堇突破60级2022.9.4。为了草神攒原石！目前攒了100抽。云堇突破70级，纠缠之缘+1。大洋葱7级。森林书任务全部完成。须声望达到三级2022.9.5。为了草神攒原石！目前攒了101抽。罗莎利亚突破50级，相遇之缘+1。又是刷不到鎏金之鳞和异梦溶媒的一周2022.9.6。为了草神攒原石！目前攒了104抽。开了50多个箱子，大洋葱目前9级2022.9.7。为了草神攒原石！目前攒了105抽。罗莎利亚突破60级2022.9.8。为了草神攒原石！目前攒了109抽。罗莎利亚突70级，相遇之缘+1。护世森和桓那兰那探索度100%。大洋葱11级。2022.9.9。为了草神攒原石！目前攒了102抽（今天抽多莉用了10抽）。多莉突破20级，相遇之缘+12022.9.10。为了草神攒原石！目前攒了109抽。多莉突破50级，纠缠之缘+1。失落的苗圃探索度100%。大洋葱14级。2022.9.11。为了草神攒原石！目前攒了111抽。多莉突破60级。道成林探索度100%。大洋葱16级。2022.9.12。为了草神攒原石！目前攒了117抽。须弥声望4级。阿陀河谷探索度100%。大洋葱20级。2022.9.13。为了草神攒原石！目前攒了122抽。须弥目前探索度全部100%。神瞳找完了，宝箱一个不剩全扫光了，兰娜罗全都找完了，可以长草了。2022.9.14。为了草神赞原石！目前攒了127抽。璃月新增的十几个宝箱找完了，须弥有原石奖励的副本也都打完了，这下是真长草了2022.9.15。为了草神攒原石！目前攒了129抽。多莉突破70级。相遇之缘+12022.9.16。为了草神攒原石！目前攒了132抽。重云突破50级。相遇之缘+12022.9.17。为了草神攒原石！目前攒了134抽。重云突破70级。九条沙罗突破40级。相遇之缘+1。2022.9.18。为了草神攒原石！目前攒了135抽。九条沙罗突破50级，相遇之缘+12022.9.19。为了草神攒原石！目前攒了138抽。须弥声望5级，砍树方便了。钓鱼弄了个鱼叉，还有个鱼缸（我是真想吐槽这个鱼缸，只能放三条鱼也太少了）2022.9.20。为了草神攒原石！目前攒了139抽。长草期无聊钓鱼，鱼叉满精了2022.9.21。为了草神攒原石！目前攒了141抽。片剂深研活动完成，绝版摆件加一。九条沙罗突破60级2022.9.22。为了草神攒原石！目前攒了142抽。没事钓鱼玩，顺便弄了个鱼弓，顺便还弄到了精22022.9.23。为了草神攒原石！目前攒了144抽。今天做完每日任务就下线了，看二周年生日会去2022.9.24。为了草神攒原石！目前攒了145抽。九条沙罗突破80级，诺艾尔突破60级，相遇之缘+2。看二创音乐会去2022.9.25。为了草神攒原石！目前攒了146抽。诺艾尔突破70级。鱼弓精42022.9.26。为了草神攒原石！目前攒了147抽。须弥声望6级。鱼弓满精2022.9.27。为了草神攒原石！目前攒了148抽。今天不打别的了，明天新版本见2022.9.28。为了草神攒原石！目前攒了159抽。两章的主线剧情做完了，大洋葱24级2022.9.29。为了草神攒原石！目前攒了166抽。今天做了一堆任务，石板升到4级2022.9.30。为了草神攒原石！目前攒了180抽！！！！！百分百稳了！接下来是攒专武。诺艾尔突破70级，相遇之缘+1。大洋葱29级，3.1版本的所有草神瞳都找光了2022.10.1。为了草神攒原石！目前攒了184抽。托马突破50级，相遇之缘+1。大洋葱30级2022.10.2。为了草神攒原石！目前攒了191抽。托马突破60级。下风蚀地 和 列柱沙原 探索度都100%了。用不了几天，3.1版本的宝箱都搜光了2022.10.3。为了草神攒原石！目前攒了195抽。托马突破70级，相遇之缘+1。须弥声望7级2022.10.4。为了草神攒原石！目前攒了197抽。烟绯突破50级，相遇之缘+1。整个沙漠的所有宝箱都挖干净了，已经进入长草期了2022.10.5。为了草神攒原石！目前攒了200抽。3.1沙漠的三个副本给打了，也没干什么2022.10.6。为了草神攒原石！目前攒了202抽。烟绯突破60级。真就长草了2022.10.7。为了草神攒原石！目前攒了203抽。烟绯突破70级，相遇之缘+12022.10.8。为了草神攒原石！目前攒了204抽。辛焱突破40级，接着长草2022.10.9。为了草神攒原石！目前攒了205抽。辛焱突破50级，相遇之缘+1。接着长草2022.10.10。为了草神攒原石！目前攒了208抽。做完每日任务，清完体力，做完活动，做完声望，没事干了，下号2022.10.11。为了草神攒原石！目前攒了210抽。辛焱突破60抽2022.10.12。为了草神攒原石！目前攒了212抽。辛焱突破70级，相遇之缘+1。接着长草2022.10.13。为了草神攒原石！目前攒了214抽。继续长草2022.10.14。为了草神攒原石！目前攒了216抽。继续长草2022.10.15。为了草神攒原石！目前攒了218抽。体力实在是没啥用的，全都刷经验书用了2022.10.16。为了草神攒原石！目前攒了221抽。上期深渊忘打了，亏的一批2022.10.17。为了草神攒原石！目前攒了222抽。须弥声望8级2022.10.18。为了草神攒原石！目前攒了226抽。万叶好感度满了，名片+12022.10.19。为了草神攒原石！目前攒了228抽2022.10.20。为了草神攒原石！目前攒了234抽，数字还挺顺2022.10.21。为了草神攒原石！目前攒了236抽2022.10.22。为了草神攒原石！目前攒了238抽2022.10.23。为了草神攒原石！目前攒了241抽，这次前瞻直播没啥亮点呀2022.10.24。为了草神攒原石！目前攒了242抽2022.10.25。为了草神攒原石！目前攒了244抽2022.10.26。为了草神攒原石！目前攒了245抽2022.10.27。为了草神攒原石！目前攒了246抽2022.10.28。为了草神攒原石！目前攒了247抽2022.10.29。为了草神攒原石！目前攒了248抽2022.10.30。为了草神攒原石！目前攒了249抽2022.10.31。为了草神攒原石！目前攒了253抽，须弥声望9级2022.11.1。为了草神攒原石！目前攒了256抽。明天就可以抽草神了！2022.11.2。攒了三个月，终于到了今天！抽奖情况告诉大家：五星：纳西妲（草神）&times;5千夜浮梦（草神专武）&times;1琴&times;2七七&times;1四星：菲谢尔x1班尼特&times;8诺艾尔&times;4雷泽x7祭礼大剑&times;3祭礼残章x1弓藏x4雨裁&times;1西风剑&times;2笛剑&times;1西风密典&times;2匣里龙吟x1情况就是这样，今天挺欧的！2022.11.3。草神突破70级，主线任务和草神传说任务也做了，慢慢弄吧，不想那么快进长草期2022.11.4。草神90级，专武也满级了。明天开始刷圣遗物，还有技能。2022.11.5。圣遗物大败而归的一天2022.11.6。十几个月亮都花光了，草套一个主精通都没刷到2022.11.7。声望终于满了，绿色的翅膀和草神可真配2022.11.8。草神E技能12级，又要等下一次周本了，今天10连没出金2022.11.9。终于刷到一个精通杯了，可是副词条实在是太破了，草套精通爆率好低2022.11.10。圣遗物大败而归，新活动给的原石是真多呀2022.11.11。今天终于刷到一个草套暴击头，可是副词条实在太次了，今天10连抽大败而归2022.11.12。刷圣遗物又又又一次大败而归2022.11.13。今天刷到个不错的羽毛，草神终于有点起色了2022.11.14。终于刷到一个精通头了，可惜副词条太垃圾2022.11.15。草神E技能13级，深渊第12层就差一星就完美了，今天10连抽再次大败而归2022.11.16。今天更新的深渊是真难，最后一层只拿了4星，今天10连抽再次大败而归2022.11.17。今天刷到个草杯挺好，精通词条，副词条全是暴击率，我的草神精通终于到1000了2022.11.18。七七突破20级（相遇之缘+1）草神的池子结束了，今天把最后的两抽给用光了照样没抽到5命。现在卡池垫了有64抽，又要开始攒原石了2022.11.19。为了雷神攒原石，目前攒了两抽。七七突破60级，相遇之源+12022.11.20。为了雷神攒原石，目前攒了三抽。明天再摘七七的材料吧，今天懒得玩了2022.11.21。为了雷神攒原石，目前攒了四抽。七七突破70级，相遇之缘+12022.11.22。为了雷神攒原石，目前攒了六抽。草神Q技能8级。2022.11.23。为了雷神攒原石，目前攒了七抽。给刻晴刷圣礼物又是大败而归的一天2022.11.24。为了雷神攒原石，目前攒了九抽。今天刷到个不错的如雷花，开始有点起色了
34192665,空,2022-11-24 11:30:04,0,5,原神真的可以说是国产游戏之光
34192633,看雨落,2022-11-24 11:27:20,15159,4,唉，没时间了啊退游啦
34192608,范无咎是个暴脾气。,2022-11-24 11:24:22,20719,5,我是op！！！！（超大声）
34170767,永念,2022-11-24 11:22:32,0,4,就是我每次跟角色正在对话的时候，我退出了，然后不到一分钟之后再进去他又要重新加载，而且他加载完之后还卡退，我只有把手机重启才可以。（我不知道是不是我的手机配置原因，但是我还是想说说）不过整体游戏我觉得是值得玩的
34192420,☆,2022-11-24 11:05:52,12228,5,什么游戏还要我天天玩
34192379,l永元l.灿烂星空,2022-11-24 11:03:00,0,2,自由度：这个方面挺好的 所以没什么可说直接跳过资源获取:总的来说也可以，所以也没有什么好说的 直接跳过叙事：咱就来说一说 一直褒贬不一的抽奖，我是开服玩家，只不过我以前的大号我放弃了是一直停留在38级，我现在一直在用的已经56级，之所以放弃以前的大号呢，可能因为太黑了总共245抽一个莫娜 一个斗子哥，一个迪卢克，然后呢我又去买了一个小号，120抽左右一个可莉一个莫娜一个四风原典一个申鹤，小保底没歪过那个常驻角色是常驻抽的，我再来说说我现在用的这个账号56级总共10个五星，两个武器八个角色，平均75抽出一个，有一个角色是常驻出的 就不算进来，怎么说呢 就是没有对比就没有伤害吧，起初吧 我是不相信有什么仓检的只可惜事实摆在我眼前 我不能不信，优莅43抽出，然后往后也行73抽出绫华附加一个七七，在这儿吧 我觉得还行吧 毕竟只是11发双金，偶尔歪一次挺正常的，只不过是越到后面越离谱， 因为这次是大保底 所以就不可能歪，可莉复刻想要 因为太可爱了，肝了个81抽，不过很不幸运我没出，然后后面就是宵宫复刻随便换了五发纠缠就出了，因为离那个90抽大保底不远了86抽出，不过不是很高兴 因为不是很想要的，反正出了出了嘛 多一个也无所谓，然后就是钟离复刻，肝了个78抽，想要嘛因为他很安全，不过很不幸运歪了，嗯 成了迪卢克，当时因为是第二次歪了 所以呢就有点儿难受 不过还是努力平复心情，然后就是一直攒着不抽，攒了108抽，2.8，3.0一直没抽到3.1草神上线加上之前的大保底次数再加上现在抽的一共是113抽，因为之前垫了25抽，然后在第35抽的时候，还行113出的草神 我很开心，毕竟谁不喜欢萝莉呢，然后最近神子复刻了，73抽歪了莫娜，挺生气的 因为连续三次小保底都歪了，虽然不是同一个人 但都不是我想要的人，好家伙 你敢信这一下常驻6虎，我就有了四个，四个up 四个常驻还挺对称，最后武器是一把天空之剑，还有飞雷，当天上号的时候我还是挺高兴的 因为是六发十连就出了武器加人物嘛，但是好友的一番话让我不淡定了，他就随便来了1发十连 然后连续出了两个草神，这还不是我心里不平衡的开始，随后我的这位好友在草神上线的第三天又随便单抽 又出了一个草神直接二命，然后一次都不带歪的，在这儿呢 我是心里是有点儿不平衡的，我抽的比他多，却仍然不敌人家那个欧皇气质，无所谓嘛 游戏嘛 我觉得玩开心就行，现在呢 昨天狐狸歪了莫娜，连续三次歪了常驻角色我是不平衡了，在这儿那肯定会有人说 哎呀 我都经常歪 我都不怪啥，我每次都吃保底 我说什么了，我知道这就是大部分现在原神所谓非酋玩家现状，但是这个概率他是平均分摊在玩这游戏所有人的身上的，也就是说你有再抽这个池子的时候假如说有100人 那么就是50%的概率，50个人 抽到想要的 甚至非常欧皇一发单抽入魂 ，那么剩下的50个人 他就拿到常驻角色，甚至更非酋，三个账号 三个样本 两个情况都非常的差，就那么一个账号 可以说是挺欧皇的可是呢这个玩原神费神又费力我在这儿说明一下 我是个0氪玩家我倒无所谓，就算现在这个游戏他，倒闭了 垮台了  那我也不心疼 因为我没付出金钱，但是再怎么说我也是人我不可能没有情绪波动我不是说这个游戏没有 充钱就不能玩儿 是因为他这抽卡机制太悬了 悬到什么程度呢 就是那种50%的欧皇玩家基本不会变动 那么剩下的50%的所谓的非酋还是歪小保底。我挺喜欢某一个玩家 他说的一句话 之所以那些欧皇玩家他们非常欧皇 就是因为有非酋玩家在给他们当垫子，就可以说是概括的非常中肯，作为游戏来说 原神他是成功的 并且走出了国门这一点是我觉得非常值得嘉奖的但是不敢苟同的是他那个圣遗物和抽奖就有那么亿点点让人觉得挺遗憾的 说实话所以呢我不管是什么样的人回复我这件事绝对不可能被否认的你要是说他的这两个完全没问题 行 行行 你对，你说的对！还有那些说什么你忍不了的 你不要玩儿 自己非要去作死干嘛的，游戏摆在那儿 他就是要给玩家玩儿那么你说这种评论的你腰不腰疼我不知道但我肯定知道你肯定是出于某种自己的想法 情绪或者像脑干缺失的那种睿智心理或者把自己当圣人在这儿喷我，那是我自己的选择 在写评论也是我自己的选择 那么你发评论也是你的选择 但是你说的对不对我发的对不对 那就是给大众看的，大众里面也有那种护犊子行为的人，所以这类人请远离或者说你要是小脑发育不好 就多喝点3路奶粉这里我就不说了，这个游戏呢他做出来就是要给人玩的，那么给人玩 他就总会产生问题 那么有问题 那咱就得说事儿 但是说了事儿你不去解决 就是游戏自己的问题 了，但是你要做这个游戏 那你就得做好承担风险的责任，人生大道理太多了 我就不讲了，这个抽奖要是没有仓检的话 要是换以前我可能会信 但是现在我绝对不会信。总结一下 就是这个抽奖就是有好有坏 旱的旱死 涝的涝死 饱汉子不知饿汉子饥，就是这个样子然后那些杠精你也别杠了 这都是事实，也不要发那些很无聊且低俗的言论，再怎么说 你对！行吧千万别杠！然后把那些所谓的非酋的现状套在那些所谓的欧皇玩家身上 我看你们开不开心 是继续笑嘻嘻的玩儿下去 无视这一切还是像我们这些所谓的原神非酋一样在这儿写 差评，欧皇玩家别杠杠 就是你对。然后咱们再说说这圣遗物我给优莅刷苍白套的时候是刷了50天，那时候刷的我是山穷水尽，狗粮一大堆 好东西没几个，终于在我50天不懈的努力下 终于出了一个物伤杯，然后凑出了毕业的套装，50天，50天！一个多月，四舍五入下都是两个月，没有人会想去重复好几次 几十天几十天的轮回真的很累 会累死的！像这样玩儿下去！我知道这时候肯定又有人跳出来说大家都是这样的 就你一个人在这儿抱怨或者就你在说自己的状况别人都是一样的 都没你这么矫情，行 行行 你正直你高尚你是圣人能忍受常人 普通人 正常人所不能忍受的 一切你已经超凡入圣！千万别杠杠 就是你对反正我在这儿夸你呢，真的想给策划一个建议就是实在不行 比如说一个角色也就是玩家再给他 刷圣遗物的时候 你就搞个保底机制 不要你说什么几次几次出发 很短暂的触发什么之类的 哪怕你40次 60次刷不到一个合适的圣遗物这时候那你就触发这么一个保底机制说检测到你 给某某角色刷圣遗物的时候 由于多次刷不到合适的所以触发保底机制如果在你多少次多少次 比如说20次 还是刷不到合适的 那你在他刷的第81次就给他 出一个那么合适的圣遗物行不行！玩家不需要你多么去关心他 多么要去关注他 只求你多做一点儿 能让人感觉到善意的 让人感觉到恰当轻松的 这么一个氛围，行不行 策划！ 真的 你要是这么做 相信我 肯定会有一大批玩家感谢你这一点做的不错，但是我深知一点 你肯定不会看的 每次我的那个调查问卷里面我都给你说了三次了 你还是不采纳 爱咋咋样依旧我行我素 然后部分活动的剧情真的是又臭又长 还不能跳过 真的很让人不爽，阴间解密爬山更是让我耗费了无数个小时去解决它！我都不知道什么时候玩儿元神 我本来挺快乐的 哪怕一个人 但是我现在玩他 我只感觉到累，人是想轻松的 不可能时刻都是想累的 那就不是人啦 那是机器啦！玩这个游戏本来就是快快乐的 讨个轻松 结果反倒雪上加霜 火上浇油 反手来个透心凉心飞扬！我不想让原神变成负担 只想让它变得轻松 相对来说 去塑造一个良好的氛围才是一个游戏应有的行动拜托！而不是一边褒奖 一边儿骂声不断。你要是换我是游戏制作人 我看这游戏两极分化这么严重我肯定是要去解决的，这样才能去实现更长远的目标。可是你不可能听的行了 我就在这儿抱怨 你就当我是个泼妇 行吧 米哈游！反正就算退游 我也不会充满遗憾 因为我连一次月卡都没有买，正是因为0氪，但是花了时间在上面 不可能没有感情。行了 不想吐槽了我说的这些都是好多人重复过说的通病，我在这儿祝你越行越远，前程似锦。无话可说了，累了。
34192269,鹤久,2022-11-24 10:58:18,30032,1,我玩这游戏也一年多了，刚开始还好，能抽到喜欢的角色，但是后来抽卡一次次歪，每次都歪，我不明白自己肝了一个多月，辛辛苦苦攒下的原石最后换了不喜欢的角色，我很失望
34192193,-   -,2022-11-24 10:52:18,5494,5,很好  就是不氪金的话就很肝
34192161,矢茔雪,2022-11-24 10:49:16,34468,3,uid100717868.60级剧情幼稚的令人发指，还一群人天天这也刀那也刀的，多了解一下社会就会发现，现实里惨剧比游戏里面疼痛千百倍
34192151,沙雕,2022-11-24 10:48:38,0,3,沙壁原神，新出的那个活动第四阶段根本不是人玩的，没伤害做不到秒杀是不是不配玩，lj游戏
34192089,FBI大队队长,2022-11-24 10:44:50,11158,1,太无语了，攒了3个月的原石全歪了，而且时间一长就一点意思也没有了
34191954,水煮番茄,2022-11-24 10:35:09,4157,5,看什么看快去肝图（手动doge）
34191917,浩浩仔,2022-11-24 10:31:34,0,4,画面好像动画片，就是找路有点难，很值得玩的游戏。。
34191832,Kama,2022-11-24 10:25:42,0,5,别的都可以，就是原石给的太少了
34191803,吸血刀,2022-11-24 10:24:24,0,3,58级本人已退，入坑是因为上网时不时就接触到原神这个词，开服的时候没怎么注意，当时我刚看完塞尔达的解说，然后又蹦出个原神，所以我就下意识以为抄袭的游戏没什么前途，不久应该就沉底了没怎么关注，但是随着接触越来的原神这个词，于是被引起了好奇，下来玩玩，读高一的时候入坑，大概在温迪第二次复刻的末尾入坑，然后在班里偶然发现也有玩原的，于是我就更有兴趣了，有人看到我们玩又入坑两个，刚开始玩也许都和我一样喜欢地图不开到处瞎跑吧，然后跟同学比伤害比抽卡出金，渐渐的到高二分班了又认识另一个玩原的，他很非酋他第一个up金大保底温迪，我第一个up金可莉，五十八抽，过了些时间我已经不太喜欢乱跑了，开始做剧情开宝箱找神瞳用雷泽当主c，配合那个铁匠铺锻造的大剑啥名忘了好久不用，就是平a有概率造成高额物理伤害，对当时的我算高额了，一万八的时候已经够我打大世界了，不过我记得有三十秒CD好也像，就是效率跟不上，当时也没大佬带就几个萌新一起玩，然后有朋友抽了一个真正意义上的五星主c，凌华，然后过来跟我说你该抽一个五星c了非常爽，但是我认为我伤害还是↖够的，到后来我宵宫的专武来了，然后我抽了宵宫，接着我抽了雷神，宵宫跟雷神组了两个队去打深渊，打到十一层卡住了，圣遗物不行，于是我狂刷圣遗物，但是到现在我宵宫还没全部件爆伤上20（头不算）当时看核爆是热血沸腾，所以对伤害的渴望很高，但慢慢发现现实却是五个月的坚持没有一丝丝改变，现在能打完深渊十二了但也只能保持十二层5星，六星差点伤害，到升高三时发现原神剧情越来越长消磨掉我的兴趣，而且高三懂的都懂没什么时间玩游戏，所以兴趣已经没了，抽卡也越来越吃大保底，到后面角色想要只能吃大保底了，到现在的森林书沙漠书，越来越摆烂的我沙漠都没开完，到后面的没时间，原本高三只有周日半天有点时间，有时候还封校回到家半天时间都拿出来肝原神活动肝剧情，每周如此，感觉像上班，虽然我现在还没出社会，但这种没一点变化的日子，我也不想过了，抽完草神就退了，圣遗物五个月无提升的我也只有XP支持了，又想抽莱依拉，但是想了想还是趁早退了，不然又心动了，苦逼的肝原石又得不到想要的，屮
34191627,。,2022-11-24 10:10:16,0,5,嘎嘎好玩
28099545,七,2022-11-24 10:04:11,96852,5,玩了已经一年多了说实话我真心觉得这款游戏是我这10多年来玩的最不错的游戏，还记得我最开始玩的网络游戏王者荣耀那时王者里的环境也是很不错的但随着时间的推移王者越来越差每次开了一局游戏都会有一两个队友在那骂人口吐芬芳，不会配合各玩各的现在也一样，我还清晰的记着2018年下旬那是健康系统刚推出的时候当时的我才16实名信息填的是我家长的但随着系统的升级又推出了人脸那时的我不知道人脸的重要就一直没认证便给我限制了游戏时间看着自己的童年把我拒之门外那种感觉真的很难受此间我又尝试玩了许多相同的游戏无一例外全被我一一淘汰，直到2021年9月我遇到了原神刚开始玩的时候感觉很稀奇独特的游戏风格和特色深深的吸引了我，让我一步步的玩了下去在玩的时间也让我认识了各国的传统文化和历史其中的剧情也是很不错比如在蒙德的故事设定中，蒙德城曾经历两次革命，一次推翻了君王统治，另一次则推翻了贵族阶级，这一背景暗合欧洲历史；而在稻妻地区，雷电将军幕府下设社奉行、勘定奉行、天领奉行，&ldquo;三奉行&rdquo;对应的是日本德川幕府时期的寺社奉行、戡定奉行、町奉行。其中最重要的是游戏里面的人也是非常的友好，虽然也还是有个别的魔怔人在搞差原神的路人缘但这丝毫不影响我对原神的喜爱，最后我希望原神的策划们希望你们能好好的经营好这款游戏别像王者策划一样让我失望。（以上是我对这两款游戏的评价，希望不要引来喷子）
34191484,性冷淡,2022-11-24 10:01:13,0,5,手机版似乎买不了完整版，第一章就塔嘛的气死我了，为何男猪脚见到女猪脚后不把日记和糖给她，留到你这好玩？
34191394,哥哥妹妹只会心疼你,2022-11-24 09:54:54,0,5,好玩
34191168,,2022-11-24 09:39:48,4564,4,八百年前玩过 最近刚回来 今天一上号就卡死 破大防
34191102,枫原,2022-11-24 09:33:28,0,5,原神真的很好玩，不管是从原神的主线剧情（魔神任务），整体的世界观，角色的个体剧情，整体的美术风格来看都非常好，非长长值得大家去玩
